ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC0
par0vd: 0.0163
par1vd: 62.2
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: -6.419
par1ia: 4.357
par2ia: 0.02451
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC1
par0vd: 4.43
par1vd: 63.7
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: 0.3654
par1ia: 3.833	
par2ia: 0.03.420
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC2
par0vd: 0.743
par1vd: 64.5
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: -4.662
par1ia: 4.030
par2ia: 0.02513
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC3
par0vd: -5.11
par1vd: 61.2
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: -1.067
par1ia: 3.328
par2ia: 0.02488
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC4
par0vd: -3.00
par1vd: 61.9
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: 0.1495
par1ia: 3.638
par2ia: 0.02650
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC5
par0vd: -9.96
par1vd: 64.1
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: 1.703
par1ia: 3.732
par2ia: 0.03618
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC6
par0vd: -14.2
par1vd: 63.4
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: -2.613
par1ia: 3.926
par2ia: 0.03383
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC7
par0vd: 0.00757
par1vd: 56.4
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: 1.148
par1ia: 3.361
par2ia: 0.03801
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC8
par0vd: -7.75
par1vd: 59.8
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: -5.232
par1ia: 4.877
par2ia: 0.01169
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC9
par0vd: -5.93
par1vd: 63.0
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: -4.063
par1ia: 4.033
par2ia: 0.02261
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC10
par0vd: -9.26
par1vd: 62.4
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: -0.8577
par1ia: 3.466
par2ia: 0.03610
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC11
par0vd: -13.3
par1vd: 62.8
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: -0.3061
par1ia: 3.719
par2ia: 0.02809
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC12
par0vd: -3.64
par1vd: 65.5
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: -3.353
par1ia: 4.281
par2ia: 0.02667
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC13
par0vd: 2.56
par1vd: 65.2
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: -4.394
par1ia: 3.631
par2ia: 0.03537
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC14
par0vd: 0.333
par1vd: 64.1
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: 0.04356
par1ia: 3.589
par2ia: 0.02663
ROC:           BPix_BmO_SEC1_LYR2_LDR1H_MOD3_ROC15
par0vd: 1.51
par1vd: 65.9
par0va: 0
par1va: 16
par0rbia: 0
par1rbia: 0
par0tbia: 0
par1tbia: 0
par2tbia: 0
par0ia: -3.561
par1ia: 4.203
par2ia: 0.02238
